evaluation_set,method_family,method_name,n_assets,initial_wealth,metric,n,mean,std,sem,ci95_half_width
validation,nn,nn_recurrent,1,0.8,mean_concentration,15,1.0,0.0,0.0,0.0
validation,nn,nn_recurrent,1,0.9,mean_concentration,15,1.0,0.0,0.0,0.0
validation,nn,nn_recurrent,1,0.95,mean_concentration,15,1.0,0.0,0.0,0.0
validation,nn,nn_recurrent,5,0.8,mean_concentration,15,0.9481362321362161,0.08113761408907005,0.020949641874531504,0.04106129807408175
validation,nn,nn_recurrent,5,0.9,mean_concentration,15,0.6187618246776055,0.18352290910617547,0.04738541137438367,0.092875406293792
validation,nn,nn_recurrent,5,0.95,mean_concentration,15,0.5798352641933159,0.06013651664079715,0.015527181829915504,0.030433276386634386
validation,nn,nn_recurrent,10,0.8,mean_concentration,15,0.8829182472303271,0.1262543377356372,0.03259872982910464,0.06389351046504509
validation,nn,nn_recurrent,10,0.9,mean_concentration,15,0.5520712883095243,0.16270836847252132,0.042011120092177,0.08234179538066692
validation,nn,nn_recurrent,10,0.95,mean_concentration,15,0.4575343095214412,0.06758691989010528,0.017450867677055504,0.03420370064702879
validation,nn,nn_recurrent,20,0.8,mean_concentration,15,0.45848128278978734,0.2002245054409874,0.05169774500503737,0.10132758020987324
validation,nn,nn_recurrent,20,0.9,mean_concentration,15,0.2767303926236844,0.06843486481365317,0.01766980611488231,0.03463281998516933
validation,nn,nn_recurrent,20,0.95,mean_concentration,15,0.23130209974358165,0.031811526757775536,0.008213700890019751,0.016098853744438712
validation,nn,nn_transformer,1,0.8,mean_concentration,15,1.0,0.0,0.0,0.0
validation,nn,nn_transformer,1,0.9,mean_concentration,15,1.0,0.0,0.0,0.0
validation,nn,nn_transformer,1,0.95,mean_concentration,15,1.0,0.0,0.0,0.0
validation,nn,nn_transformer,5,0.8,mean_concentration,15,0.9870786617950795,0.010382086568735658,0.0026806432253064605,0.0052540607216006625
validation,nn,nn_transformer,5,0.9,mean_concentration,15,0.6966467255796822,0.15660470532883497,0.040435161045086515,0.07925291564836957
validation,nn,nn_transformer,5,0.95,mean_concentration,15,0.5934487780709373,0.10720520335107085,0.02768026448036513,0.054253318381515654
validation,nn,nn_transformer,10,0.8,mean_concentration,15,0.9646114381178521,0.07604060597127964,0.01963360003748575,0.03848185607347207
validation,nn,nn_transformer,10,0.9,mean_concentration,15,0.665533016709088,0.06859003662581484,0.01770987130450251,0.03471134775682492
validation,nn,nn_transformer,10,0.95,mean_concentration,15,0.5913542632253624,0.13407693850713356,0.03461851666324028,0.06785229265995094
validation,nn,nn_transformer,20,0.8,mean_concentration,15,0.8355334341327063,0.1974748625861553,0.0509877902727185,0.09993606893452825
validation,nn,nn_transformer,20,0.9,mean_concentration,15,0.4310037252671402,0.13113865113328174,0.03385985412555364,0.06636531408608513
validation,nn,nn_transformer,20,0.95,mean_concentration,15,0.38423818267629595,0.12767156310051397,0.032964655844837334,0.06461072545588117
test,baseline,baseline_cash,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,5,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,5,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,5,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,10,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,10,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,10,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,20,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,20,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_cash,20,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,5,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,5,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,5,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,10,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,10,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,10,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,20,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,20,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_equal_weight,20,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,5,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,5,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,5,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,10,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,10,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,10,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,20,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,20,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,baseline,baseline_mean_variance,20,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,fd,fd_hjb_viscosity,1,0.8,mean_turnover,15,0.04387117732923433,0.0013873872688516767,0.00035822185246684905,0.0007021148308350241
test,fd,fd_hjb_viscosity,1,0.9,mean_turnover,15,0.08834014322804616,0.03349826273624698,0.00864921424695767,0.016952459924037034
test,fd,fd_hjb_viscosity,1,0.95,mean_turnover,15,0.04621654206174576,0.013280486330706094,0.003429006825890663,0.006720853378745699
test,fd,fd_hjb_viscosity,5,0.8,mean_turnover,15,0.33604659144056226,0.1906270037607317,0.049219680726848826,0.0964705742246237
test,fd,fd_hjb_viscosity,5,0.9,mean_turnover,15,0.2626771231293159,0.25176529699246575,0.06500552016031894,0.12741081951422512
test,fd,fd_hjb_viscosity,5,0.95,mean_turnover,15,0.45198109702703765,0.23096253642171394,0.0596342704772748,0.11688317013545861
test,fd,fd_hjb_viscosity,10,0.8,mean_turnover,15,0.3274005572203015,0.17074993962912594,0.044087444836635105,0.0864113918798048
test,fd,fd_hjb_viscosity,10,0.9,mean_turnover,15,0.22746857946960578,0.16814942182460346,0.04341599402673968,0.08509534829240976
test,fd,fd_hjb_viscosity,10,0.95,mean_turnover,15,0.45106287299773046,0.18169181907979715,0.04691262596254569,0.09194874688658955
test,fd,fd_hjb_viscosity,20,0.8,mean_turnover,15,0.21739130434782605,0.14698334864843768,0.0379509374323465,0.07438383736739915
test,fd,fd_hjb_viscosity,20,0.9,mean_turnover,15,0.21739130434782608,0.19444069369563394,0.05020437123388051,0.0984005676184058
test,fd,fd_hjb_viscosity,20,0.95,mean_turnover,15,0.23188405797101447,0.12904713906623122,0.033319828031948405,0.06530686294261888
test,nn,nn_bsde,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_bsde,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_bsde,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_bsde,5,0.8,mean_turnover,15,0.04815423885981236,0.009622698346423255,0.0024845700294183278,0.004869757257659923
test,nn,nn_bsde,5,0.9,mean_turnover,15,0.0531256682765872,0.00891338369182407,0.002301425773119427,0.004510794515314077
test,nn,nn_bsde,5,0.95,mean_turnover,15,0.050729169629082256,0.0072634652738407645,0.0018754186694227449,0.0036758205920685797
test,nn,nn_bsde,10,0.8,mean_turnover,15,0.06846111835304482,0.010618451374204283,0.002741672355653763,0.005373677817081375
test,nn,nn_bsde,10,0.9,mean_turnover,15,0.05041227196140778,0.006749875852119345,0.001742810450948388,0.0034159084838588406
test,nn,nn_bsde,10,0.95,mean_turnover,15,0.04584038214407101,0.004600176711990726,0.0011877605196767517,0.002328010618566433
test,nn,nn_bsde,20,0.8,mean_turnover,15,0.06031697793742233,0.007209163162870492,0.0018613979246592935,0.003648339932332215
test,nn,nn_bsde,20,0.9,mean_turnover,15,0.05600098938465221,0.004640580763025649,0.0011981928007952563,0.0023484578895587023
test,nn,nn_bsde,20,0.95,mean_turnover,15,0.0509653068957445,0.004245875582717839,0.0010962803614623267,0.00214870950846616
test,nn,nn_mlp_deep,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_mlp_deep,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_mlp_deep,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_mlp_deep,5,0.8,mean_turnover,15,1.2766107981945454e-05,4.323695826603781e-05,1.1163734620335302e-05,2.1880919855857192e-05
test,nn,nn_mlp_deep,5,0.9,mean_turnover,15,0.025105590623245973,0.024637906559107088,0.006361480119255749,0.012468501033741267
test,nn,nn_mlp_deep,5,0.95,mean_turnover,15,0.033635814308366575,0.023812510535770177,0.006148363782428437,0.012050793013559736
test,nn,nn_mlp_deep,10,0.8,mean_turnover,15,1.4479231680866523e-05,5.4514570309893495e-05,1.4075601529058053e-05,2.7588178996953785e-05
test,nn,nn_mlp_deep,10,0.9,mean_turnover,15,0.03379231449825988,0.031411495239251824,0.008110413196073057,0.015896409864303192
test,nn,nn_mlp_deep,10,0.95,mean_turnover,15,0.047906700350256126,0.017690570051496678,0.004567685546290821,0.00895266367073001
test,nn,nn_mlp_deep,20,0.8,mean_turnover,15,0.0034173849863330984,0.012830384927889725,0.003312791143409837,0.00649307064108328
test,nn,nn_mlp_deep,20,0.9,mean_turnover,15,0.025221899888007174,0.016423477094653787,0.004240523551627539,0.008311426161189977
test,nn,nn_mlp_deep,20,0.95,mean_turnover,15,0.028711013981503965,0.013464456539739624,0.0034765077296096737,0.00681395515003496
test,nn,nn_mlp_shared,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_mlp_shared,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_mlp_shared,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_mlp_shared,5,0.8,mean_turnover,15,0.01280493246466176,0.011977901671433904,0.0030926809130648993,0.006061654589607202
test,nn,nn_mlp_shared,5,0.9,mean_turnover,15,0.028659257234814373,0.01022467226035938,0.0026399990256533883,0.005174398090280641
test,nn,nn_mlp_shared,5,0.95,mean_turnover,15,0.031663160652232784,0.009970872483112143,0.0025744682049500746,0.005045957681702146
test,nn,nn_mlp_shared,10,0.8,mean_turnover,15,0.02575169488467662,0.015442594206780208,0.003987260679006592,0.00781503093085292
test,nn,nn_mlp_shared,10,0.9,mean_turnover,15,0.04686991028997422,0.01286279153311293,0.0033211584928989433,0.006509470646081929
test,nn,nn_mlp_shared,10,0.95,mean_turnover,15,0.052435852626176414,0.012948447052828799,0.003343274652990296,0.006552818319860981
test,nn,nn_mlp_shared,20,0.8,mean_turnover,15,0.06523305802138522,0.015333302483523872,0.003959041677403252,0.0077597216877103746
test,nn,nn_mlp_shared,20,0.9,mean_turnover,15,0.059670357467077426,0.013340606969817047,0.003444529908160001,0.006751278619993602
test,nn,nn_mlp_shared,20,0.95,mean_turnover,15,0.06030771874758341,0.015013909325355517,0.0038765747185713433,0.0075980864483998324
test,nn,nn_pinn,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_pinn,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_pinn,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_pinn,5,0.8,mean_turnover,15,0.04978777642186348,0.00946468450489953,0.002443771030972218,0.0047897912207055466
test,nn,nn_pinn,5,0.9,mean_turnover,15,0.053057045524642917,0.00817605145233234,0.0021110474075078742,0.004137652918715433
test,nn,nn_pinn,5,0.95,mean_turnover,15,0.05128654159227571,0.006854626085087488,0.001769856844801519,0.0034689194158109772
test,nn,nn_pinn,10,0.8,mean_turnover,15,0.07136504820790948,0.011672301200571989,0.0030137752107821433,0.0059069994131330005
test,nn,nn_pinn,10,0.9,mean_turnover,15,0.053526615782006445,0.007392779742166471,0.0019088075215726867,0.003741262742282466
test,nn,nn_pinn,10,0.95,mean_turnover,15,0.04845997543492607,0.0053794128596605815,0.0013889584278559631,0.0027223585185976876
test,nn,nn_pinn,20,0.8,mean_turnover,15,0.06412748398792426,0.0068172259201991344,0.0017602001637509854,0.003449992320951931
test,nn,nn_pinn,20,0.9,mean_turnover,15,0.058612559732400586,0.004171383131422803,0.001077046493243404,0.0021110111267570717
test,nn,nn_pinn,20,0.95,mean_turnover,15,0.054158256296743264,0.003703456123759898,0.0009562282593821306,0.001874207388388976
test,nn,nn_recurrent,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_recurrent,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_recurrent,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_recurrent,5,0.8,mean_turnover,15,0.002819528696515247,0.0038232278029075887,0.0009871531739612176,0.0019348202209639863
test,nn,nn_recurrent,5,0.9,mean_turnover,15,0.016615054749569834,0.008088619411499265,0.0020884725516364462,0.004093406201207434
test,nn,nn_recurrent,5,0.95,mean_turnover,15,0.01850489089147357,0.005105010610213304,0.0013181080717045526,0.002583491820540923
test,nn,nn_recurrent,10,0.8,mean_turnover,15,0.0043730378134278665,0.003807679032500794,0.0009831384987052496,0.001926951457462289
test,nn,nn_recurrent,10,0.9,mean_turnover,15,0.01333787403819382,0.0037050798962819,0.0009566475156445134,0.0018750291306632463
test,nn,nn_recurrent,10,0.95,mean_turnover,15,0.01678805787338148,0.004832885470563872,0.001247845662774778,0.002445777499038565
test,nn,nn_recurrent,20,0.8,mean_turnover,15,0.009460968700295726,0.003958521829358908,0.0010220859413803713,0.0020032884451055277
test,nn,nn_recurrent,20,0.9,mean_turnover,15,0.01034025735720782,0.00279098426935781,0.0007206290396499783,0.0014124329177139573
test,nn,nn_recurrent,20,0.95,mean_turnover,15,0.01112653747223316,0.0027743140553819095,0.0007163248089095531,0.0014039966254627242
test,nn,nn_transformer,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_transformer,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_transformer,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
test,nn,nn_transformer,5,0.8,mean_turnover,15,0.0005823277939191666,0.0010628427005372142,0.0002744248052545832,0.000537872618298983
test,nn,nn_transformer,5,0.9,mean_turnover,15,0.1036719128831991,0.07074066859831886,0.018265162092057793,0.035799717700433276
test,nn,nn_transformer,5,0.95,mean_turnover,15,0.08439165804268571,0.04752374087442827,0.012270577130409159,0.02405033117560195
test,nn,nn_transformer,10,0.8,mean_turnover,15,0.007441366723303267,0.02757229832188199,0.007119136814487443,0.013953508156395388
test,nn,nn_transformer,10,0.9,mean_turnover,15,0.14575016214664133,0.09465458051283834,0.024439707597898132,0.047901826891880335
test,nn,nn_transformer,10,0.95,mean_turnover,15,0.13564599152254544,0.05993210636181504,0.015474403322829415,0.030329830512745654
test,nn,nn_transformer,20,0.8,mean_turnover,15,0.014691570006602773,0.029808462312236553,0.007696511874089573,0.015085163273215563
test,nn,nn_transformer,20,0.9,mean_turnover,15,0.05400988637031881,0.05354116990665245,0.013824270625661775,0.02709557042629708
test,nn,nn_transformer,20,0.95,mean_turnover,15,0.04757086047033802,0.04961429060839784,0.012810354750681324,0.025108295311335394
validation,baseline,baseline_cash,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,5,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,5,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,5,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,10,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,10,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,10,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,20,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,20,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_cash,20,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,5,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,5,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,5,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,10,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,10,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,10,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,20,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,20,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,20,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,5,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,5,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,5,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,10,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,10,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,10,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,20,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,20,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,baseline,baseline_mean_variance,20,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,fd,fd_hjb_viscosity,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,fd,fd_hjb_viscosity,1,0.9,mean_turnover,15,0.07354743091077708,0.061238901379771046,0.015811816345592776,0.03099116003736184
validation,fd,fd_hjb_viscosity,1,0.95,mean_turnover,15,0.04287095147127253,0.019070505067703507,0.004923983235398655,0.009651007141381365
validation,fd,fd_hjb_viscosity,5,0.8,mean_turnover,15,0.29625750910223764,0.09078013995955346,0.0234393313486486,0.045941089443351256
validation,fd,fd_hjb_viscosity,5,0.9,mean_turnover,15,0.3358077268558145,0.22161862881623343,0.05722168390763968,0.11215450045897377
validation,fd,fd_hjb_viscosity,5,0.95,mean_turnover,15,0.31490202075809276,0.2161629690572515,0.05581303861503228,0.10939355568546326
validation,fd,fd_hjb_viscosity,10,0.8,mean_turnover,15,0.2608695652173913,0.11023751148632827,0.02846320307425988,0.05578787802554936
validation,fd,fd_hjb_viscosity,10,0.9,mean_turnover,15,0.3043478260869565,0.16017139078543638,0.04135607527005834,0.08105790752931435
validation,fd,fd_hjb_viscosity,10,0.95,mean_turnover,15,0.1965113464200724,0.0309333182662949,0.007986948432552923,0.01565441892780373
validation,fd,fd_hjb_viscosity,20,0.8,mean_turnover,15,0.34782608695652173,0.0636456569314261,0.016433237956922926,0.03220914639556893
validation,fd,fd_hjb_viscosity,20,0.9,mean_turnover,15,0.18840579710144922,0.11226038684659179,0.02898550724637681,0.056811594202898545
validation,fd,fd_hjb_viscosity,20,0.95,mean_turnover,15,0.2608695652173913,0.2869941627862838,0.0741015741953345,0.14523908542285563
validation,nn,nn_bsde,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_bsde,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_bsde,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_bsde,5,0.8,mean_turnover,15,0.054686932149680574,0.010491257849635734,0.0027088311288271352,0.005309309012501185
validation,nn,nn_bsde,5,0.9,mean_turnover,15,0.056101629337754755,0.010886938098272816,0.0028109953297201107,0.005509550846251417
validation,nn,nn_bsde,5,0.95,mean_turnover,15,0.05242007814509709,0.008339136493376705,0.0021531557840398993,0.004220185336718202
validation,nn,nn_bsde,10,0.8,mean_turnover,15,0.07892027226195707,0.014469470265440383,0.0037360011577662676,0.007322562269221885
validation,nn,nn_bsde,10,0.9,mean_turnover,15,0.05301626159715043,0.008269302564411812,0.0021351247411144822,0.004184844492584385
validation,nn,nn_bsde,10,0.95,mean_turnover,15,0.0472950624329024,0.0055475081327942665,0.0014323604407508264,0.0028074264638716195
validation,nn,nn_bsde,20,0.8,mean_turnover,15,0.06764019595060924,0.01091110981361496,0.0028172364397847367,0.005521783421978084
validation,nn,nn_bsde,20,0.9,mean_turnover,15,0.05977788905991049,0.0053775885437108385,0.0013884873915031915,0.002721435287346255
validation,nn,nn_bsde,20,0.95,mean_turnover,15,0.053242956675535046,0.005130782581224474,0.0013247623660062329,0.0025965342373722162
validation,nn,nn_mlp_deep,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_mlp_deep,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_mlp_deep,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_mlp_deep,5,0.8,mean_turnover,15,1.2756807745902035e-05,4.320111313901465e-05,1.1154479448335078e-05,2.1862779718736752e-05
validation,nn,nn_mlp_deep,5,0.9,mean_turnover,15,0.024951600724815937,0.024393355516450572,0.006298337311555326,0.01234474113064844
validation,nn,nn_mlp_deep,5,0.95,mean_turnover,15,0.03345194127976143,0.024662554280154795,0.006367844133465065,0.012480974501591526
validation,nn,nn_mlp_deep,10,0.8,mean_turnover,15,1.4469656413497029e-05,5.447749012260649e-05,1.4066027465868932e-05,2.7569413833103107e-05
validation,nn,nn_mlp_deep,10,0.9,mean_turnover,15,0.033433415762697954,0.031015664702463853,0.00800821019094638,0.015696091974254905
validation,nn,nn_mlp_deep,10,0.95,mean_turnover,15,0.047653455297578425,0.018996289484616388,0.004904820854243623,0.0096134488743175
validation,nn,nn_mlp_deep,20,0.8,mean_turnover,15,0.003274633654234847,0.012276421700622958,0.003169758453168803,0.006212726568210854
validation,nn,nn_mlp_deep,20,0.9,mean_turnover,15,0.025939234121808166,0.01696639267118085,0.004380703750713267,0.008586179351398004
validation,nn,nn_mlp_deep,20,0.95,mean_turnover,15,0.027563533562081174,0.010595752037883406,0.0027358114122177156,0.005362190367946723
validation,nn,nn_mlp_shared,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_mlp_shared,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_mlp_shared,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_mlp_shared,5,0.8,mean_turnover,15,0.01286932732733836,0.01201101683889027,0.0031012312125359245,0.0060784131765704115
validation,nn,nn_mlp_shared,5,0.9,mean_turnover,15,0.028961864246210875,0.009838210542213248,0.002540215039098277,0.004978821476632623
validation,nn,nn_mlp_shared,5,0.95,mean_turnover,15,0.031113313794241128,0.009549394158849075,0.002465642969572857,0.0048326602203628
validation,nn,nn_mlp_shared,10,0.8,mean_turnover,15,0.025979664050812493,0.015558975437837267,0.004017310183652933,0.007873927959959748
validation,nn,nn_mlp_shared,10,0.9,mean_turnover,15,0.04819782124932936,0.012269213816756124,0.0031678973855569603,0.006209078875691642
validation,nn,nn_mlp_shared,10,0.95,mean_turnover,15,0.05086314543520156,0.011599318709694441,0.002994931212666578,0.0058700651768264925
validation,nn,nn_mlp_shared,20,0.8,mean_turnover,15,0.06582644075741072,0.014500275777994969,0.003743955106905954,0.00733815200953567
validation,nn,nn_mlp_shared,20,0.9,mean_turnover,15,0.05847169435471235,0.013855002188291382,0.003577346182461323,0.007011598517624193
validation,nn,nn_mlp_shared,20,0.95,mean_turnover,15,0.057926958834805704,0.015560461168328689,0.004017693797616281,0.007874679843327912
validation,nn,nn_pinn,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_pinn,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_pinn,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_pinn,5,0.8,mean_turnover,15,0.05629392336595096,0.009808848523610001,0.002532633798494183,0.004963962245048598
validation,nn,nn_pinn,5,0.9,mean_turnover,15,0.0554051120617035,0.009820144204473694,0.0025355503307521268,0.004969678648274169
validation,nn,nn_pinn,5,0.95,mean_turnover,15,0.052643192748444624,0.007968877380820808,0.0020575552922591977,0.004032808372828028
validation,nn,nn_pinn,10,0.8,mean_turnover,15,0.08221863826358876,0.014675816036506029,0.003789279406759439,0.007426987637248501
validation,nn,nn_pinn,10,0.9,mean_turnover,15,0.05604228497064411,0.008618044483965085,0.002225169517551431,0.004361332254400804
validation,nn,nn_pinn,10,0.95,mean_turnover,15,0.04999486729502674,0.005847793902221503,0.001509893893023811,0.0029593920303266695
validation,nn,nn_pinn,20,0.8,mean_turnover,15,0.07147241370057332,0.01072757987317015,0.002769849212926524,0.005428904457335987
validation,nn,nn_pinn,20,0.9,mean_turnover,15,0.06199373376312782,0.0058006623217182005,0.0014977245712658293,0.0029355401596810253
validation,nn,nn_pinn,20,0.95,mean_turnover,15,0.056626356669121206,0.005232435336008497,0.0013510089944312078,0.0026479776290851673
validation,nn,nn_recurrent,1,0.8,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_recurrent,1,0.9,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_recurrent,1,0.95,mean_turnover,15,0.0,0.0,0.0,0.0
validation,nn,nn_recurrent,5,0.8,mean_turnover,15,0.002845659860041947,0.0037927477964268094,0.0009792832701283941,0.0019193952094516524
