evaluation_set,method_family,method_name,n_assets,initial_wealth,metric,n,mean,std,sem,ci95_half_width
test,nn,nn_mlp_shared,1,0.95,mean_terminal_wealth,15,1.375519510867422,0.0647526563307191,0.016719063972771155,0.032769365386631465
test,nn,nn_mlp_shared,5,0.8,mean_terminal_wealth,15,1.2887873856143877,0.16242145733083202,0.04193703995393673,0.08219659830971598
test,nn,nn_mlp_shared,5,0.9,mean_terminal_wealth,15,1.313766264640499,0.1292761985645986,0.033378970940112905,0.0654227830426213
test,nn,nn_mlp_shared,5,0.95,mean_terminal_wealth,15,1.2960676760692964,0.1178554089219808,0.03043013573435311,0.059643066039332095
test,nn,nn_mlp_shared,10,0.8,mean_terminal_wealth,15,1.2850043462795822,0.15823832099118815,0.04085695879537968,0.08007963923894416
test,nn,nn_mlp_shared,10,0.9,mean_terminal_wealth,15,1.315452097413932,0.12818202010617205,0.03309645527696191,0.06486905234284535
test,nn,nn_mlp_shared,10,0.95,mean_terminal_wealth,15,1.292438105608322,0.11187522889223991,0.028886059890185868,0.0566166773847643
test,nn,nn_mlp_shared,20,0.8,mean_terminal_wealth,15,1.223589552177167,0.1697981293687335,0.043841688484151826,0.08592970942893757
test,nn,nn_mlp_shared,20,0.9,mean_terminal_wealth,15,1.2860444326589053,0.13969902316135255,0.036070132679024175,0.07069746005088738
test,nn,nn_mlp_shared,20,0.95,mean_terminal_wealth,15,1.3084302961216745,0.1352856361146677,0.034930601043545645,0.06846397804534947
test,nn,nn_pinn,1,0.8,mean_terminal_wealth,15,1.1583322196778292,0.054528552699553014,0.014079211766544154,0.027595255062426542
test,nn,nn_pinn,1,0.9,mean_terminal_wealth,15,1.3031237471375579,0.061344621786996886,0.015839113237362108,0.03104466194522973
test,nn,nn_pinn,1,0.95,mean_terminal_wealth,15,1.375519510867422,0.0647526563307191,0.016719063972771155,0.032769365386631465
test,nn,nn_pinn,5,0.8,mean_terminal_wealth,15,1.2443945343255922,0.13533090325134634,0.0349422889679781,0.06848688637723709
test,nn,nn_pinn,5,0.9,mean_terminal_wealth,15,1.2710938225248998,0.09742000860037987,0.02515373805977697,0.04930132659716286
test,nn,nn_pinn,5,0.95,mean_terminal_wealth,15,1.291361691363184,0.08614691281989022,0.022243037245241133,0.04359635300067262
test,nn,nn_pinn,10,0.8,mean_terminal_wealth,15,1.1966740237766977,0.10594313116904643,0.027354398844185647,0.053614621734603865
test,nn,nn_pinn,10,0.9,mean_terminal_wealth,15,1.2402700467986303,0.07098631134502721,0.018328586776532332,0.03592403008200337
test,nn,nn_pinn,10,0.95,mean_terminal_wealth,15,1.280941872022821,0.05722552418203203,0.01477556680899999,0.02896011094563998
test,nn,nn_pinn,20,0.8,mean_terminal_wealth,15,1.144641558064684,0.0976575942086867,0.025215082400061695,0.04942156150412092
test,nn,nn_pinn,20,0.9,mean_terminal_wealth,15,1.243778869401625,0.08005843094287235,0.02067099798434941,0.040515156049324846
test,nn,nn_pinn,20,0.95,mean_terminal_wealth,15,1.2749356526005877,0.07524714563613231,0.019428729459892304,0.038080309741388915
test,nn,nn_recurrent,1,0.8,mean_terminal_wealth,15,1.1583322196778292,0.054528552699553014,0.014079211766544154,0.027595255062426542
test,nn,nn_recurrent,1,0.9,mean_terminal_wealth,15,1.3031237471375579,0.061344621786996886,0.015839113237362108,0.03104466194522973
test,nn,nn_recurrent,1,0.95,mean_terminal_wealth,15,1.375519510867422,0.0647526563307191,0.016719063972771155,0.032769365386631465
test,nn,nn_recurrent,5,0.8,mean_terminal_wealth,15,1.2852456137951658,0.16972127576175028,0.043821844968155686,0.08589081613758515
test,nn,nn_recurrent,5,0.9,mean_terminal_wealth,15,1.317663669245278,0.13124763701126743,0.03388799415824766,0.06642046855016542
test,nn,nn_recurrent,5,0.95,mean_terminal_wealth,15,1.2995811897487994,0.11026437023324562,0.02847013797289394,0.05580147042687212
test,nn,nn_recurrent,10,0.8,mean_terminal_wealth,15,1.2799623148947878,0.17051604943968168,0.044027054649397844,0.08629302711281978
test,nn,nn_recurrent,10,0.9,mean_terminal_wealth,15,1.333815817155965,0.14252054614390505,0.03679864678051533,0.07212534768981005
test,nn,nn_recurrent,10,0.95,mean_terminal_wealth,15,1.3175102886433716,0.11134209979981523,0.0287484065504299,0.056346876838842604
test,nn,nn_recurrent,20,0.8,mean_terminal_wealth,15,1.236472812319234,0.16385546492499226,0.0423072991226379,0.08292230628037028
test,nn,nn_recurrent,20,0.9,mean_terminal_wealth,15,1.309348127246179,0.13122306757775726,0.03388165035779362,0.0664080347012755
test,nn,nn_recurrent,20,0.95,mean_terminal_wealth,15,1.3432325829351333,0.12703677982051748,0.03280075550671217,0.06428948079315586
test,nn,nn_transformer,1,0.8,mean_terminal_wealth,15,1.1583322196778292,0.054528552699553014,0.014079211766544154,0.027595255062426542
test,nn,nn_transformer,1,0.9,mean_terminal_wealth,15,1.3031237471375579,0.061344621786996886,0.015839113237362108,0.03104466194522973
test,nn,nn_transformer,1,0.95,mean_terminal_wealth,15,1.375519510867422,0.0647526563307191,0.016719063972771155,0.032769365386631465
test,nn,nn_transformer,5,0.8,mean_terminal_wealth,15,1.2858265935619657,0.1691162934423522,0.04366563920497044,0.08558465284174206
test,nn,nn_transformer,5,0.9,mean_terminal_wealth,15,1.292345396152751,0.14637371743646785,0.03779353133026068,0.07407532140731093
test,nn,nn_transformer,5,0.95,mean_terminal_wealth,15,1.2963970431532426,0.13000452741038293,0.033567024639465246,0.06579136829335187
test,nn,nn_transformer,10,0.8,mean_terminal_wealth,15,1.2821295781057396,0.17218458296554195,0.044457868153280886,0.08713742158043053
test,nn,nn_transformer,10,0.9,mean_terminal_wealth,15,1.3062963844936815,0.16941387446406436,0.043742474294386345,0.08573524961699723
test,nn,nn_transformer,10,0.95,mean_terminal_wealth,15,1.306267763827458,0.13088885369931794,0.033795356705442495,0.06623889914266728
test,nn,nn_transformer,20,0.8,mean_terminal_wealth,15,1.2674696517146118,0.18534344564004318,0.04785547188617246,0.09379672489689801
test,nn,nn_transformer,20,0.9,mean_terminal_wealth,15,1.3339221203994756,0.1457803712740756,0.03764033000989526,0.0737750468193947
test,nn,nn_transformer,20,0.95,mean_terminal_wealth,15,1.3334837864414648,0.14337459015209325,0.03701915999522474,0.07255755359064049
validation,baseline,baseline_cash,1,0.8,mean_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
validation,baseline,baseline_cash,1,0.9,mean_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
validation,baseline,baseline_cash,1,0.95,mean_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
validation,baseline,baseline_cash,5,0.8,mean_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
validation,baseline,baseline_cash,5,0.9,mean_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
validation,baseline,baseline_cash,5,0.95,mean_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
validation,baseline,baseline_cash,10,0.8,mean_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
validation,baseline,baseline_cash,10,0.9,mean_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
validation,baseline,baseline_cash,10,0.95,mean_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
validation,baseline,baseline_cash,20,0.8,mean_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
validation,baseline,baseline_cash,20,0.9,mean_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
validation,baseline,baseline_cash,20,0.95,mean_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
validation,baseline,baseline_equal_weight,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,baseline,baseline_equal_weight,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,baseline,baseline_equal_weight,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,baseline,baseline_equal_weight,5,0.8,mean_terminal_wealth,15,0.9045225221511018,0.02700550503088399,0.00697279141603562,0.013666671175429815
validation,baseline,baseline_equal_weight,5,0.9,mean_terminal_wealth,15,1.0175878374199894,0.030381193159744253,0.007844390343040013,0.015375005072358425
validation,baseline,baseline_equal_weight,5,0.95,mean_terminal_wealth,15,1.0741204950544334,0.032069037224174445,0.008280189806542224,0.01622917202082276
validation,baseline,baseline_equal_weight,10,0.8,mean_terminal_wealth,15,0.9012232275444355,0.05192868365625228,0.01340792846607589,0.026279539793508742
validation,baseline,baseline_equal_weight,10,0.9,mean_terminal_wealth,15,1.01387613098749,0.058419769113283775,0.015083919524335366,0.02956448226769732
validation,baseline,baseline_equal_weight,10,0.95,mean_terminal_wealth,15,1.070202582709017,0.06166531184179951,0.015921915053465102,0.0312069535047916
validation,baseline,baseline_equal_weight,20,0.8,mean_terminal_wealth,15,0.864592572873353,0.045680035271591056,0.01179453439073597,0.023117287405842502
validation,baseline,baseline_equal_weight,20,0.9,mean_terminal_wealth,15,0.9726666444825223,0.05139003968054005,0.013268851189577996,0.026006948331572872
validation,baseline,baseline_equal_weight,20,0.95,mean_terminal_wealth,15,1.0267036802871066,0.05424504188501427,0.014006009588998936,0.027451778794437914
validation,baseline,baseline_mean_variance,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,baseline,baseline_mean_variance,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,baseline,baseline_mean_variance,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,baseline,baseline_mean_variance,5,0.8,mean_terminal_wealth,15,0.9389989227970724,0.09006515174516261,0.023254722185510578,0.04557925548360073
validation,baseline,baseline_mean_variance,5,0.9,mean_terminal_wealth,15,1.0563737881467066,0.10132329571330821,0.02616156245869947,0.05127666241905096
validation,baseline,baseline_mean_variance,5,0.95,mean_terminal_wealth,15,1.1150612208215234,0.10695236769738085,0.027614982595293876,0.054125365886775995
validation,baseline,baseline_mean_variance,10,0.8,mean_terminal_wealth,15,0.9111431107961002,0.0864770504205223,0.02232827840718813,0.04376342567808873
validation,baseline,baseline_mean_variance,10,0.9,mean_terminal_wealth,15,1.0250359996456126,0.09728668172308746,0.025119313208086615,0.04923385388784977
validation,baseline,baseline_mean_variance,10,0.95,mean_terminal_wealth,15,1.081982444070369,0.10269149737436988,0.02651483060853581,0.05196906799273019
validation,baseline,baseline_mean_variance,20,0.8,mean_terminal_wealth,15,0.8803181492438769,0.1076031821128681,0.02778302215480413,0.05445472342341609
validation,baseline,baseline_mean_variance,20,0.9,mean_terminal_wealth,15,0.9903579178993618,0.1210535798769769,0.03125589992415472,0.06126156385134325
validation,baseline,baseline_mean_variance,20,0.95,mean_terminal_wealth,15,1.0453778022271039,0.12777877875903096,0.03299233880882993,0.06466498406530666
validation,fd,fd_hjb_viscosity,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,fd,fd_hjb_viscosity,1,0.9,mean_terminal_wealth,15,0.9914154034914344,0.046848979022545624,0.012096354369409321,0.02370885456404227
validation,fd,fd_hjb_viscosity,1,0.95,mean_terminal_wealth,15,1.0113284151092912,0.006799045090942412,0.0017555058938222168,0.003440791551891545
validation,fd,fd_hjb_viscosity,5,0.8,mean_terminal_wealth,15,0.8899217184066067,0.18030897999173853,0.04655557844530998,0.09124893375280756
validation,fd,fd_hjb_viscosity,5,0.9,mean_terminal_wealth,15,0.9221935906841543,0.23116497622747936,0.05968654021036406,0.11698561881231356
validation,fd,fd_hjb_viscosity,5,0.95,mean_terminal_wealth,15,1.0085795165725944,0.089213157702962,0.02303473826974318,0.04514808700869664
validation,fd,fd_hjb_viscosity,10,0.8,mean_terminal_wealth,15,0.886732274083137,0.1776919689783542,0.04587986910719805,0.08992454345010818
validation,fd,fd_hjb_viscosity,10,0.9,mean_terminal_wealth,15,0.9510515337382687,0.254887414020947,0.06581164731073351,0.12899082872903767
validation,fd,fd_hjb_viscosity,10,0.95,mean_terminal_wealth,15,0.966011540125939,0.0920997155755917,0.0237800443076471,0.04660888684298831
validation,fd,fd_hjb_viscosity,20,0.8,mean_terminal_wealth,15,0.8613126881048336,0.20103163141083508,0.05190614403433814,0.10173604230730275
validation,fd,fd_hjb_viscosity,20,0.9,mean_terminal_wealth,15,1.0087122560404211,0.0009518727490564668,0.0002457724869869578,0.0004817140744944373
validation,fd,fd_hjb_viscosity,20,0.95,mean_terminal_wealth,15,0.8881094491465216,0.1777641416559275,0.04589850401241755,0.0899610678643384
validation,nn,nn_bsde,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,nn,nn_bsde,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,nn,nn_bsde,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,nn,nn_bsde,5,0.8,mean_terminal_wealth,15,0.9337665029249346,0.10664452960361108,0.027535499141260637,0.053969578316870846
validation,nn,nn_bsde,5,0.9,mean_terminal_wealth,15,1.0517390156766242,0.08260697561583269,0.02132902938937881,0.04180489760318247
validation,nn,nn_bsde,5,0.95,mean_terminal_wealth,15,1.110725512470333,0.08671893046497234,0.022390731566117122,0.04388583386958956
validation,nn,nn_bsde,10,0.8,mean_terminal_wealth,15,0.911495294175215,0.0950192687215082,0.02453386968848057,0.04808638458942192
validation,nn,nn_bsde,10,0.9,mean_terminal_wealth,15,1.0363889092973264,0.09873984213456997,0.025494517612955927,0.04996925452139361
validation,nn,nn_bsde,10,0.95,mean_terminal_wealth,15,1.0984202796930782,0.10800258457479771,0.02788614742703664,0.05465684895699181
validation,nn,nn_bsde,20,0.8,mean_terminal_wealth,15,0.8912655964102575,0.10681838547382354,0.02758038853392552,0.05405756152649402
validation,nn,nn_bsde,20,0.9,mean_terminal_wealth,15,1.0220091971009864,0.08950617377389652,0.023110394693936553,0.045296373600115646
validation,nn,nn_bsde,20,0.95,mean_terminal_wealth,15,1.0734815851370307,0.09135188345399303,0.02358695488413306,0.04623043157290079
validation,nn,nn_mlp_deep,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,nn,nn_mlp_deep,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,nn,nn_mlp_deep,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,nn,nn_mlp_deep,5,0.8,mean_terminal_wealth,15,0.9961817512945393,0.12145214791175808,0.03135880974822393,0.0614632671065189
validation,nn,nn_mlp_deep,5,0.9,mean_terminal_wealth,15,1.0892685809578553,0.11186987476756712,0.028884677461139784,0.056613967823833974
validation,nn,nn_mlp_deep,5,0.95,mean_terminal_wealth,15,1.1282347008245628,0.11710866388400126,0.03023732699462259,0.059265160909460275
validation,nn,nn_mlp_deep,10,0.8,mean_terminal_wealth,15,0.9961810241717829,0.12145184620951079,0.031358731849038646,0.06146311442411574
validation,nn,nn_mlp_deep,10,0.9,mean_terminal_wealth,15,1.0816675518477459,0.10788184283993452,0.027854972045148814,0.054595745208491676
validation,nn,nn_mlp_deep,10,0.95,mean_terminal_wealth,15,1.1266286629918811,0.1187854256481266,0.030670265020490244,0.060113719440160876
validation,nn,nn_mlp_deep,20,0.8,mean_terminal_wealth,15,0.9894840706860439,0.12141097198110322,0.03134817816864454,0.0614424292105433
validation,nn,nn_mlp_deep,20,0.9,mean_terminal_wealth,15,1.0477640320130075,0.09214581358839577,0.02379194676337266,0.04663221565621042
validation,nn,nn_mlp_deep,20,0.95,mean_terminal_wealth,15,1.0997253433803962,0.07677901538157282,0.019824256527402308,0.03885554279370852
validation,nn,nn_mlp_shared,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,nn,nn_mlp_shared,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,nn,nn_mlp_shared,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,nn,nn_mlp_shared,5,0.8,mean_terminal_wealth,15,0.9896104857813902,0.11517285859162026,0.029737504217363136,0.058285508266031745
validation,nn,nn_mlp_shared,5,0.9,mean_terminal_wealth,15,1.0850489294056211,0.09368309774210402,0.024188871825086035,0.04741018877716863
validation,nn,nn_mlp_shared,5,0.95,mean_terminal_wealth,15,1.1253175420140311,0.108640489815546,0.02805085385196174,0.05497967354984501
validation,nn,nn_mlp_shared,10,0.8,mean_terminal_wealth,15,0.9856318827241339,0.11364105778169944,0.02934199494892778,0.057510310099898446
validation,nn,nn_mlp_shared,10,0.9,mean_terminal_wealth,15,1.0860621542980757,0.0931913180130525,0.02406189484504477,0.04716131389628775
validation,nn,nn_mlp_shared,10,0.95,mean_terminal_wealth,15,1.1306683796453985,0.10623409188247065,0.027429524577351823,0.05376186817160957
validation,nn,nn_mlp_shared,20,0.8,mean_terminal_wealth,15,0.9334847379678488,0.11295252787117471,0.029164217290472583,0.05716186588932626
validation,nn,nn_mlp_shared,20,0.9,mean_terminal_wealth,15,1.0548792955175577,0.07568813394695484,0.019542592152138154,0.03830348061819078
validation,nn,nn_mlp_shared,20,0.95,mean_terminal_wealth,15,1.1013145256112398,0.08014729701896964,0.020693943106533916,0.040560128488806475
validation,nn,nn_pinn,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,nn,nn_pinn,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,nn,nn_pinn,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,nn,nn_pinn,5,0.8,mean_terminal_wealth,15,0.9330908560830528,0.10598887251072814,0.02736620920782341,0.05363777004733388
validation,nn,nn_pinn,5,0.9,mean_terminal_wealth,15,1.0491752509120003,0.08164381094963016,0.021080341341921625,0.041317469030166386
validation,nn,nn_pinn,5,0.95,mean_terminal_wealth,15,1.1091938936572632,0.08574484278735267,0.022139223209239334,0.043392877490109096
validation,nn,nn_pinn,10,0.8,mean_terminal_wealth,15,0.9091126619039623,0.09615893480973668,0.024828130207143653,0.04866313520600156
validation,nn,nn_pinn,10,0.9,mean_terminal_wealth,15,1.0356049416099082,0.09876905784597978,0.025502061077205113,0.04998403971132202
validation,nn,nn_pinn,10,0.95,mean_terminal_wealth,15,1.0988483355388252,0.10809256150945691,0.027909379371668496,0.05470238356847025
validation,nn,nn_pinn,20,0.8,mean_terminal_wealth,15,0.887839234948018,0.11345088435569448,0.029292892381473885,0.05741406906768881
validation,nn,nn_pinn,20,0.9,mean_terminal_wealth,15,1.023322484252285,0.08962681650754066,0.023141544513819532,0.04535742724708628
validation,nn,nn_pinn,20,0.95,mean_terminal_wealth,15,1.0741578590600986,0.09102519323040216,0.023502603831110642,0.04606510350897686
validation,nn,nn_recurrent,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,nn,nn_recurrent,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,nn,nn_recurrent,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,nn,nn_recurrent,5,0.8,mean_terminal_wealth,15,0.9821225688836736,0.11751507004915344,0.030342260615251287,0.05947083080589252
validation,nn,nn_recurrent,5,0.9,mean_terminal_wealth,15,1.07826560042026,0.10299441376050122,0.02659304328312115,0.05212236483491745
validation,nn,nn_recurrent,5,0.95,mean_terminal_wealth,15,1.1203171416308233,0.10464270104202145,0.027018629229194038,0.05295651328922031
validation,nn,nn_recurrent,10,0.8,mean_terminal_wealth,15,0.9695547589956954,0.11665095868410656,0.030119148020178278,0.05903353011954942
validation,nn,nn_recurrent,10,0.9,mean_terminal_wealth,15,1.0823410607998754,0.10923049378503866,0.028203192221831163,0.055278256754789076
validation,nn,nn_recurrent,10,0.95,mean_terminal_wealth,15,1.1257049397380796,0.10788815123968293,0.027856600866959937,0.05459893769924148
validation,nn,nn_recurrent,20,0.8,mean_terminal_wealth,15,0.9233292364493297,0.12797920638307703,0.033044088998833286,0.06476641443771324
validation,nn,nn_recurrent,20,0.9,mean_terminal_wealth,15,1.043827665865137,0.08586398042323128,0.022169984414550294,0.04345316945251858
validation,nn,nn_recurrent,20,0.95,mean_terminal_wealth,15,1.0964097895479115,0.08201998216606764,0.02117746833236062,0.041507837931426816
validation,nn,nn_transformer,1,0.8,mean_terminal_wealth,15,0.9155676935226069,0.07434242491835984,0.019195131575032196,0.0376224578870631
validation,nn,nn_transformer,1,0.9,mean_terminal_wealth,15,1.0300136552129326,0.08363522803315482,0.02159452302191122,0.04232526512294599
validation,nn,nn_transformer,1,0.95,mean_terminal_wealth,15,1.0872366360580954,0.08828162959055207,0.022794218745350668,0.044676668740887306
validation,nn,nn_transformer,5,0.8,mean_terminal_wealth,15,0.9942540551239845,0.12027762116352067,0.031055548245850686,0.06086887456186734
validation,nn,nn_transformer,5,0.9,mean_terminal_wealth,15,1.0928242880964405,0.12615125263906737,0.032572113371620824,0.06384134220837681
validation,nn,nn_transformer,5,0.95,mean_terminal_wealth,15,1.1330211920419062,0.11316278885080416,0.029218506441970056,0.05726827262626131
validation,nn,nn_transformer,10,0.8,mean_terminal_wealth,15,0.9888594127430343,0.12030936738626956,0.031063745085318114,0.0608849403672235
validation,nn,nn_transformer,10,0.9,mean_terminal_wealth,15,1.1073650899824954,0.14390068229107014,0.03715499640141328,0.07282379294677002
validation,nn,nn_transformer,10,0.95,mean_terminal_wealth,15,1.1411557505005696,0.12010955600018342,0.031012154007271833,0.06078382185425279
validation,nn,nn_transformer,20,0.8,mean_terminal_wealth,15,0.9393314495375914,0.16150951446757317,0.04170157731913045,0.08173509154549567
validation,nn,nn_transformer,20,0.9,mean_terminal_wealth,15,1.0570858798956853,0.09738771090326455,0.025145398830240404,0.04928498170727119
validation,nn,nn_transformer,20,0.95,mean_terminal_wealth,15,1.0972519774000808,0.08105619180456046,0.02092861873107045,0.04102009271289808
test,baseline,baseline_cash,1,0.8,median_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
test,baseline,baseline_cash,1,0.9,median_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
test,baseline,baseline_cash,1,0.95,median_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
test,baseline,baseline_cash,5,0.8,median_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
test,baseline,baseline_cash,5,0.9,median_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
test,baseline,baseline_cash,5,0.95,median_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
test,baseline,baseline_cash,10,0.8,median_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
test,baseline,baseline_cash,10,0.9,median_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
test,baseline,baseline_cash,10,0.95,median_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
test,baseline,baseline_cash,20,0.8,median_terminal_wealth,15,0.8161610720214024,0.0,0.0,0.0
test,baseline,baseline_cash,20,0.9,median_terminal_wealth,15,0.918181206024078,0.0,0.0,0.0
test,baseline,baseline_cash,20,0.95,median_terminal_wealth,15,0.9691912730254152,0.0,0.0,0.0
test,baseline,baseline_equal_weight,1,0.8,median_terminal_wealth,15,1.1583322196778292,0.054528552699553014,0.014079211766544154,0.027595255062426542
test,baseline,baseline_equal_weight,1,0.9,median_terminal_wealth,15,1.3031237471375579,0.061344621786996886,0.015839113237362108,0.03104466194522973
test,baseline,baseline_equal_weight,1,0.95,median_terminal_wealth,15,1.375519510867422,0.0647526563307191,0.016719063972771155,0.032769365386631465
test,baseline,baseline_equal_weight,5,0.8,median_terminal_wealth,15,1.094341455437254,0.03345190351789882,0.008637244348250629,0.016928998922571232
test,baseline,baseline_equal_weight,5,0.9,median_terminal_wealth,15,1.2311341373669107,0.03763339145763609,0.009716899891781936,0.019045123787892596
test,baseline,baseline_equal_weight,5,0.95,median_terminal_wealth,15,1.2995304783317394,0.03972413542750464,0.010256727663547566,0.02010318622055323
test,baseline,baseline_equal_weight,10,0.8,median_terminal_wealth,15,1.0893338921785125,0.034059798755404776,0.008794202223657253,0.017236636358368217
test,baseline,baseline_equal_weight,10,0.9,median_terminal_wealth,15,1.2255006287008265,0.03831727359983066,0.009893477501614486,0.01939121590316439
test,baseline,baseline_equal_weight,10,0.95,median_terminal_wealth,15,1.2935839969619836,0.040446011022043475,0.010443115140593066,0.02046850567556241
test,baseline,baseline_equal_weight,20,0.8,median_terminal_wealth,15,1.0645285093323074,0.03589008472687989,0.009266780029411932,0.018162888857647386
test,baseline,baseline_equal_weight,20,0.9,median_terminal_wealth,15,1.1975945729988455,0.040376345317740134,0.01042512753308849,0.020433249964853437
test,baseline,baseline_equal_weight,20,0.95,median_terminal_wealth,15,1.264127604832115,0.04261947561316979,0.01100430128492665,0.021568430518456232
test,baseline,baseline_mean_variance,1,0.8,median_terminal_wealth,15,1.1583322196778292,0.054528552699553014,0.014079211766544154,0.027595255062426542
test,baseline,baseline_mean_variance,1,0.9,median_terminal_wealth,15,1.3031237471375579,0.061344621786996886,0.015839113237362108,0.03104466194522973
test,baseline,baseline_mean_variance,1,0.95,median_terminal_wealth,15,1.375519510867422,0.0647526563307191,0.016719063972771155,0.032769365386631465
test,baseline,baseline_mean_variance,5,0.8,median_terminal_wealth,15,1.1113102375304496,0.08878013120965797,0.022922931309940976,0.04492894536748431
test,baseline,baseline_mean_variance,5,0.9,median_terminal_wealth,15,1.2502240172217562,0.09987764761086561,0.025788297723683698,0.050545063538420046
test,baseline,baseline_mean_variance,5,0.95,median_terminal_wealth,15,1.3196809070674087,0.10542640581146913,0.027220980930554983,0.053353122623887764
test,baseline,baseline_mean_variance,10,0.8,median_terminal_wealth,15,1.0944092119809332,0.07961551605738754,0.02055663785266474,0.04029101019122289
test,baseline,baseline_mean_variance,10,0.9,median_terminal_wealth,15,1.2312103634785492,0.0895674555645607,0.02312621758424776,0.04532738646512561
test,baseline,baseline_mean_variance,10,0.95,median_terminal_wealth,15,1.2996109392273576,0.09454342531814754,0.024411007450039338,0.0478455746020771
test,baseline,baseline_mean_variance,20,0.8,median_terminal_wealth,15,1.0261698024506063,0.0744423734270415,0.019220938169005688,0.03767303881125115
test,baseline,baseline_mean_variance,20,0.9,median_terminal_wealth,15,1.154441027756932,0.0837476701054219,0.02162355544013145,0.04238216866265764
test,baseline,baseline_mean_variance,20,0.95,median_terminal_wealth,15,1.2185766404100944,0.0884003184446122,0.022824864075694357,0.04473673358836094
test,fd,fd_hjb_viscosity,1,0.8,median_terminal_wealth,15,1.012423495938639,0.006750052486969695,0.001742856057870639,0.0034159978734264523
test,fd,fd_hjb_viscosity,1,0.9,median_terminal_wealth,15,1.046603100486881,0.04469001527425422,0.011538912326596113,0.02261626816012838
test,fd,fd_hjb_viscosity,1,0.95,median_terminal_wealth,15,1.0225820162453834,0.005553090343966442,0.0014338017614778165,0.0028102514524965204
test,fd,fd_hjb_viscosity,5,0.8,median_terminal_wealth,15,1.0270351270159914,0.0985120282156834,0.025435696312030465,0.04985396477157971
